uuid,name,name_file,size_Bytes
01ff3855-6694-41bf-9bd0-3bdcfaab996a,"Gestión del agua pluvial para uso doméstico en Matehuala, S.L.P.",TesisMCH. Arq.DieterAcevedo.GestióndelAguaPluvialparaUsoDomésticoenMatehualaSLP...pdf,2144880
021cb961-80f8-426a-bf16-d869a345e7c3,Tendencias sobre gestión documental en Iberoamérica: Red Internacional de Archivística,license.txt,14
02288339-5879-4ee6-a315-8b8493690014,"Determinación y caracterización de las propiedades ópticas de las fases α y β del GaN, crecido por epitaxia por haces moleculares y por iones reactivos",DCF1DET99501.pdf,45044795
0232cb5e-092e-4a13-9742-ff3f99efc716,Factores asociados a duelo perinatal,Tesis.E.FM.2024.Factores.Loredo.pdf,1756489
0233b44c-faf8-44dd-a415-d81b09b4f13f,Resultados funcionales en pacientes pediátricos con diagnóstico de osteosarcoma en miembros inferiores sometidos a reconstrucción biológica versus reconstrucción mecánica para el salvamento de la extremidad. Revisión sistemática,TesisE.FM.2024.Resultados.García.pdf,731947
02360561-a169-48ae-8688-b4353380dbd5,Caracterización fisicoquímica del kalanchoe (Bryophyllium daigremontiana),license.txt,1748
023eb388-a344-422c-94b8-85062bbf794d,Las simetrías discretas del espacio-tiempo c y p como origen de las partículas de dirac y majorana,LFI1SDE00401.pdf,11915067
02522c1a-f462-43a9-ac41-b226a4ace9f3,Informe 2004-2005,Tomo I 2004-2005.pdf.txt,747153
0257d1a5-4003-4414-97e5-47c47cf635b1,Eficacia del protocolo de manejo en coledocolitiasis ¿Influye el tiempo en los resultados?,Tesis.E.FM.2016.Eficacia.Rizo.pdf,980718
025a4c2b-d029-4716-8576-6902c15af014,"Evaluación de la genotoxicidad en poblaciones infantiles expuestas a contaminación por As, Pb y Cd en zonas mineras",DCA1GTX01201.pdf,10829402
026261ff-1d3f-4655-86ea-e11cedb1004d,Adsorción de compuestos farmacéuticos sobre arcillas naturales y nanomateriales de carbono,TesisD.FCQ.UGR.2024.Adsorción.Ortiz.(Versión pública).pdf,6184501
02679d98-019d-43f9-9776-5f0081fe15c3,Páginas escogidas (16),item_0008.pdf,54206
026a3937-dba2-46fd-9049-bb2d9ef374f0,Relación de la medición del tono muscular y el índice de perfusión en el éxito o el fracaso del bloqueo de plexo braquial vía supraclavicular ecoguiado: una prueba piloto,license.txt,1748
02891aac-d764-4549-8f09-b1b240499254,Temario OEB 2012,TEMARIO OEB 2012.pdf,233365
0295d0e7-83da-4124-b07c-de0319ff994e,"Modelos de predicción de generación de biogás: análisis crítico y aplicación al caso de Tucumán, Argentina",MCA1RMM201601.pdf,3939387
02a537c3-e2ac-41e9-b933-b0ad7e6f0b9e,"Estudio geotécnico y de peligro geomorfológico de una porción de la sierra de San Miguelito, S.L.P.",MGA1EGP01401.pdf,16331159
02ad0382-ae5a-4a3c-931e-bb98b39f197b,La atención médica a enfermos renales. Las perspectivas de médicos de primer y segundo nivel de atención en instituciones públicas del sector salud de San Luis Potosí,TesisM.FEN.2018.Atención.pdf,1629538
02b0d8f2-8efb-44ed-91c9-5b7a2e072ce1,"Activity of aquaporin 3 (AQP3) and Notch1 genes via the aryl hydrocarbon receptor (AhR) in human immortalized keratinocytes exposed to 6-formylindolo [3,2-b]carbazole (FICZ) and benzo[a]pyrene (BaP)",TesisD.FM.2021.Activity.Almendarez.pdf,869862
02c0d53a-afe4-48e0-9721-b295cc0f39cf,Tiempo para el inicio de tratamiento antibiótico en pacientes hemato-oncológicos con neutropenia febril previo a implementación de protocolo Hora Dorada,TesisE.FM.2021.Tiempo.Barrera.pdf,1037931
02ce479c-aeab-4357-88c7-f390017a0958,Factores asociados a osteoporosis en pacientes adultos con enfermedad reumática,TesisE.FM.2020.Factores.Torres.pdf,1806593
02ce9b0a-6c46-4122-96c8-66a49fba2e49,Testimonios sin fronteras: la voz de las mujeres cerritenses que narran la experiencia de su historia migratoria. Un análisis de los cambios culturales y sociales de las tres últimas décadas,LCC1TSF99801.pdf,23439282
02e8d91b-7144-4308-b476-8f127762d3c1,Supervivencia en pacientes con tumores sólidos atendidos en el Servicio de Oncología Pediátrica en el Hospital Central “Dr. Ignacio Morones Prieto”,Tesis.E.FM.2022.Supervivencia.Álvarez.pdf,3165356
02f92d3b-17c8-4a70-b3da-5b8e83fa091e,A comparison of the efficiency of sulfate reduction and cadmium remotion using constructed wetlands,license.txt,14
02fda613-80dc-44e8-a9b7-6ba356fba2cc,El cumplimiento de las obligaciones fiscales y de RSE en las empresas que cotizan en el índice de sustentabilidad de la bolsa mexicana de valores,TesisM.FCA.2020.Cumplimiento.Ronzon.Versión pública.pdf,1903976
02fe1666-b32a-4f6a-8649-16b4f77f62ec,Eficacia de dos desinfectantes diferentes al aplicarse en cubrebocas usados en la práctica odontológica para la disminución de carga bacteriana,license.txt,1748
03029602-2c47-4705-a60d-f62c4544e9ab,Evaluación de receptores purinérgicos en pacientes con COVID-19,TesisM.FCQ.2023.Evaluación.Urbina.PDF(Versión publica).pdf,599268
03065d96-32a1-4f8d-b4d6-905f041a34cb,"Grupo de Baumslag-Solitar BS(2,3) : ejemplo de grupo sófico",MCA1GBS00701.pdf,1281669
031aecee-18cd-41d4-ada7-91cea18d72f6,"Universitarios Potosinos : Año doce, Número 192, octubre de 2015",license.txt,14752
031d3e6c-23d6-4c11-b2c8-99a99f3f7d7a,Análisis geoespacial de posibles cuerpos mineralizados tipo VMS o SEDEX en el sur de la Mesa Central,TesisM.FI.2024.Análisis.Gómez.pdf,3269057
032e9843-82e1-4feb-9471-6d2df44e92da,"Hybrid thiolated polyacrylic acid and Schizochytrium sp-based particles: Synthesis, characterization, and initial evaluation as antigen delivery vehicles",TesisD.DICIM.2024.Hybrid.Garcia.pdf,2321613
03301a68-6b66-4e20-8790-24ef43ea4dc1,Caso clínico: Escherichia coli por Valeria Isabel,Escherichia coli por Soria Carmona.pdf,2142141
0331be15-1903-4461-866e-60fca82b67ea,Teoría de Juegos evolutivos. Imitación en un modelo de trabajadores y empresas.,MEM1TJE01401.pdf,548828
034d8f63-0148-4b83-87ba-3333d05b2acd,"Universitarios Potosinos : Año 5, Número ocho, Diciembre de 2009",item_0056.pdf,54206
0367a2a6-780a-49ef-9532-707954d470a6,"Revisión de la literatura sobre el encuadre, la alianza terapéutica, los límites y organización de la consulta médica",Tesis.E.FM.2022.Revisión.Rodríguez.pdf,1031006
0368927f-4c1c-4f00-ae36-cf79f09c0b47,Diseño y fabricación de microcavidades ópticas de AlGaAs – Silicio Poroso,TesisM.FC.2019.Diseño.Lara.pdf,1481590
036d93e8-1622-498c-aefd-369895537a03,Universidad Autónoma de San Luis Potosí: catálogo editorial,license.txt,1748
0373e3c5-6cb7-4636-bd9b-9e0e036018b6,Ancho de distribución eritrocitario como biomarcador pronóstico en el neonato con sepsis,CartaE.FM.2020.Ancho.Barrios.pdf,408324
038f15c2-7597-450f-8da2-a3825ab0ebd6,Proceso cuidado enfermero en el posoperatorio de paciente sometido a clipaje de aneurisma por ruptura,TesinaE.FEN.2023.Proceso.Ruvalcaba.pdf,1031621
0393bead-ffb5-4e1c-8178-7dfcca338ede,Developing a methodological aproach for a national risk index for México,license.txt,14
03aa0d6b-ec0a-4941-8b13-bf5a66be2bc7,Monocapas de langmuir de una familia de esteres de cadena larga: diagramas de fase y texturas,MCF1MLF99701.pdf,11234838
03af89bc-8ff1-4511-97a4-e78eded76c74,"Tlatemoani : Año 2, Número 7, Septiembre 2011",item_0007.pdf,54206
03cfdbfd-598a-4691-b916-d801a3ade2f7,El parentesco en el derecho comparado,licencia.pdf.txt,16421
03d76175-be27-4e2f-95fc-d88f051d5a9c,Comparación de la sensibilidad y especificidad diagnóstica de la luoroscopia y el ultrasonido en la detección de la parálisis diafragmática de pacientes adultos,TesisE.FM.2024.Comparación.Cisneros.pdf,1141016
03eaca92-11e9-49d3-b9a3-ecdca0735af9,Trayectorias escolares de la cohorte 1998-2003 Facultad de Estomatología de la UASLP,MSP1TEC00801.pdf,1381662
03f1716e-d46e-4d11-a46c-9a35b2db191c,"Resemantización de la medicina tradicional entre los teenek, en el interior de la huasteca potosina",LCC1RMT99901.pdf,24733181
040dfacb-a666-437c-a69d-864e10999590,Fotos XXVII ONB,license.txt,14752
0412411e-1021-43ee-951e-61e20a8a3a76,Conceptos básicos en ginecología y obstetricia,Conceptos basicos en ginecologia y obstetricia.pdf,3095212
0426320f-42e9-42bc-a0f8-8ad9b8416916,Diseño de una estrategia para optimizar la terapia antimicrobiana de dos fármacos en neonatos con infecciones mediante aproximación poblacional,TesisM.FCQ.2021.Boer.Pérez.PDF(Version Publica).pdf,1179818
04283796-7587-46d1-9384-9f809f6763e0,Póster: Evaluación de la actividad enzimática de celulasa sobre biofilm de Enterococcus faecalis mediante reacción colorimétrica,Poster Celulasa.pdf,1460309
04347513-c5e5-4fb6-ab51-cf4590083f65,El derecho a la reinserción social de personas adolescentes que cumplen con una medida de internamiento en México,TesisM.FD.2018.Derecho.Montejano.pdf,7175432
043af44a-7cf2-41ee-bc16-630421aac7ef,Entonces lo matan...,item_0049.pdf,54206
0444782a-6631-4374-8ecc-6659eff2cd4d,Analyzing technical and economic suitability of renewables over wastewater treatment plants / an approach considering energy polices and their impacts,license.txt,14
045aea1b-bde5-4931-8ead-8c7765adb33a,Factores de riesgo cardiometabólico en médicos residentes e internos del Hospital General del ISSSTE SLP durante el año 2024,TesisEFM.2025.Factores.Ovalle.pdf,877898
0426320f-42e9-42bc-a0f8-8ad9b8416916,Diseño de una estrategia para optimizar la terapia antimicrobiana de dos fármacos en neonatos con infecciones mediante aproximación poblacional,TesisM.FCQ.2021.Boer.Pérez.PDF(Version Publica).pdf,1179818
04283796-7587-46d1-9384-9f809f6763e0,Póster: Evaluación de la actividad enzimática de celulasa sobre biofilm de Enterococcus faecalis mediante reacción colorimétrica,Poster Celulasa.pdf,1460309
04347513-c5e5-4fb6-ab51-cf4590083f65,El derecho a la reinserción social de personas adolescentes que cumplen con una medida de internamiento en México,TesisM.FD.2018.Derecho.Montejano.pdf,7175432
043af44a-7cf2-41ee-bc16-630421aac7ef,Entonces lo matan...,item_0049.pdf,54206
0444782a-6631-4374-8ecc-6659eff2cd4d,Analyzing technical and economic suitability of renewables over wastewater treatment plants / an approach considering energy polices and their impacts,license.txt,14
045aea1b-bde5-4931-8ead-8c7765adb33a,Factores de riesgo cardiometabólico en médicos residentes e internos del Hospital General del ISSSTE SLP durante el año 2024,TesisEFM.2025.Factores.Ovalle.pdf,877898
045f6b93-602e-4658-a4b5-a7dfe8ef238f,Evaluación de la deformación y las propiedades antibacterianas de alginatos dentales mezclados con nanopartículas de plata,TesisD.Interdependencias.2025.Evaluación.Rivera.pdf,4649962
045fe540-34ed-4303-891f-dc5b5bd01dc1,"Evaluación de propiedades físicas, químicas y antimicrobianas de andamio polimérico con dióxido de titanio",license.txt,1748
0464433f-5a0d-42bf-a8e3-cebea1012fc2,Evaluación de la capacidad antimicrobiana de los cementos selladores ah plus biocerámico® y ceraseal® en un biofilm de enterococcus faecalis,TesisM.FE.2023.Evaluación.Mendoza.pdf,5055611
0464f70b-d01e-4dfb-a8fb-d17d6b93264b,Evaluación de las propiedades físico-mecánicas y antimicrobianas de tres cementos selladores biocerámicos premezclados adicionados con nanopartículas de plata,TesisD.FC.2024.Evaluación.Navarrete.pdf,9061490
048d7763-ed7f-4639-90f5-1257c18b1f63,Calidad de vida en pacientes con diabetes mellitus tipo 2 en la unidad de medicina familiar no. 45 del Instituto Mexicano del Seguro Social de San Luis Potosí,TesisE.FM.2020.Calidad.Rojas.pdf,1025098
04bd9d7d-0711-4b8f-9154-0aca967c6f01,Alteraciones capilaroscópicas en lupus eritematoso sistémico,Tesis.E.FM.2022.Alteraciones.Cantú.pdf,823852
04ca7488-6756-4a7e-98d4-4c4c57a2435f,"Assessment of groundwater contamination in the upper basin of Rio Grande, Rio de Janeiro, Brazil",MCA1GRO01501.pdf,6745756
04e37a39-1ec3-41a7-ad8e-498b779f137c,Filosofía II,licencia.pdf.txt,16421
04ed5755-a0c4-420d-8efb-cb3a09968ce7,Prevalencia de niveles anormales de hemoglobina A1C(HbA1C) en pacientes adultos de la unidad de cuidados intensivos (UCI) sin diagnóstico de diabetes mellitus (DM) en el Hospital de Especialidades No. 25 del Instituto Mexicano del Seguro Social en Mty,EIT1PNA00801.pdf,675342
04ee8e37-71f2-4326-a0d1-7574860f42bb,Resumen: Pseudomonas aeruginosa productora de betalactamasas tipo GES  en hospitales de tercer nivel en México. Reporte de nueva variante,license.txt,14
0501e9de-13e5-4b79-aadd-300ed513661e,Presentación: Morganella morganii,Antiobiograma Morganella morganii  por Daniela Sánchez.pdf,1006362
05186098-f6a2-477b-b90a-b513eb59ed09,Presentation: Parasitology,license.txt,14752
0518af95-8e08-4b90-b1dc-d0108b1b295e,Informe 1988-89,RERINF98901.pdf,1056447
052d942e-a7d8-4a61-8d1b-2e26cbff2b83,Guía de Cuidados de Enfermería Postoperatorios en Pacientes Enterostomizados en el Aréa de Hospitalización,PORTADAS TESINA 2016.pdf,285659
052f6675-8f7d-402f-a867-0e616ffbde64,El mueble doméstico en México a través de la revista Diseño. Sugerencias para vivir mejor,TesisM.FH.2025.Mueble.Loya.pdf,3624729
0531afec-2452-40d2-a540-6df0790fa3be,"Adaptabilidad y cohesión familiar en el embarazo de las adolescentes en la Unidad de Medicina Familiar 45 del Instituto Mexicano del Seguro Social, San Luis Potosí",TesisE.FM.2020.Adaptabilidad.Aguilar.pdf,1091115
0539ea8c-90a8-4305-a3f7-3a82345caae3,"Evaluación de la fractura por fatiga ciclíca de las limas zenflextm, protaper goldtm y hyflextm edm en conductos curvos simulados",license.txt,1748
054503b3-54ae-418a-8f5d-ace24b53e482,"Building sustainable urban metabolism through resilience strategies in La Pila, San Luis Potosi, Mexico",MCA1CVA201801.pdf,14810539
054e44ca-ba70-4f49-a05d-cacca4467275,Disfunción sexual femenina en pacientes premenopáusicas del Hospital Central Dr. Ignacio Morones Prieto,TesisE.FM.2021.Disfunción.Loredo.pdf,744324
054fe6ff-4492-4b61-8518-ca801f45bc90,Evaluación de miRNAs inhibidores de apoptosis modulados en el macrófago durante la infección con Mycobacterium tuberculosis en pacientes con diabetes mellitus tipo 2,license.txt,1748
055dec76-426e-41dd-bfce-3485ee563d46,Vivencias de mujeres de la capital de San Luis Potosí en el acceso al diagnóstico y tratamiento integral de fibromialgia,license.txt,1748
0561eaf4-90ba-4ca2-ad4c-a8993d7509ac,Impacto del virus sincitial respiratorio como causa de infección de vías aéreas inferiores en pacientes adultos en México: una revisión sistemática.,TesisE.FM.2024.Impacto.Martínez.pdf,923450
05623f26-569e-4e31-b911-58e0d7f1c63f,Análisis de las Propuestas Legislativas en el Congreso de San Luís Potosí (2016-2022),license.txt,1748
056beaa8-ab1f-4751-9220-a3a704de47ad,Crystallization of a quasi-two-dimensional granular dimer gas,MCF1COQ00801.pdf,12805227
056d89f2-5e99-4ea6-a327-1537f6b3dbab,Derecho Laboral Penitenciario. El Sistema de Seguro Social y la exclusión de las personas privadas de libertad en México,TesisM.FD.2018.Derecho.Soto.pdf,1067327
0581f832-297f-4f10-8781-dcabc3b92359,Determinación de los factores de transcripción de células T residentes de memoria en melasma malar,TesisE.FM.2023.Determinación.Garza.pdf,1945592
05913fe9-a994-45b4-9760-46a2eb9d040e,Fundamentos de investigación de operaciones para administración,licencia.pdf.txt,16421
0592f2bc-612c-4c3c-801f-d67f9d1f18ec,Evaluación de un pasivo ambiental metalúrgico,license.txt,14
05a9a897-23dd-46e0-933a-39046f6c9640,Costo económico del ausentismo laboral en enfermeras de un hospital público en San Luis Potosí,TesisM.FEN.2021.Costo.Tipantuña.pdf,1718201
05b1caf3-8a9a-417a-9896-e5a4a0615811,"Simulación, síntesis y caracterización de nanopartículas para aplicaciones biomédicas",TesisM.FC.2019.Simulación.Nuñez.pdf,4997853
05c1fbb3-3a39-4b6d-85d6-512b12a4892f,Caracterización de niveles profundos de estructuras Schottky,MCF1CNP98501.pdf.txt,68
05c58d7b-b49a-4eba-8803-e8fe5ef840ea,La participación de la sociedad civil dentro de las políticas públicas en materia de agua en el municipio de San Luis Potosí,TesisM.FD.2015.Participación.Cuéllar.pdf,1872666
05ce526d-d368-445d-a9e0-7276efd25ac7,"XXIII Examen ""B"" OEB",TIPO B SR.pdf,1989383
05cfc2bc-1cfc-4793-a9e4-f7cd455aa58e,Sistema de almacenamiento para preescolares Montessori,MCH1SAP00901.pdf,3517885
05de9d81-17c9-4a33-bfd3-521edfcd8fa4,Medición de micropartículas en plasma y orina durante episodios de daño renal agudo en pacientes trasplantados,TesisE.FM.2018.Medición.Miyahara.pdf,3064333
05f01257-cabb-4391-a194-330444697e02,Algebroides de Lie y supervariedades,MCA1ALS00901.pdf,1770523
0613fd40-ee4f-451e-85f7-07dcfec884c0,Effects of eco-labels on consumer intentions to purchase sustainable food within the student community of Cologne,TesisM.PMPCA.2020.Effects.Quintero.pdf,2833590
061726f3-5b40-4e25-ad51-139b2d39dee6,"Propuesta de mejora para el proceso de supervisión de una política pública: el caso de los Espacios Alimentarios del Sistema DIF en el Estado de San Luis Potosí, México",Tesis.FCA.2022.Propuesta.López.pdf,11997461
0626e4e1-3d15-48b7-b229-40977ff23534,"Desarrollo de un circuito de flotación: impacto de mineralogías complicadas, un caso de estudio",PonenciaIM.2022.Desarrollo.Urias.pdf,816838
064ac496-5b45-4311-8889-d5f46fbaf80f,Maloclusión y su impacto psicosocial en adolescentes entre 11-15 años en una secundaria de San Luis Potosí,TesisM.FEN.2020.Maloclusion.Ochoa.pdf,2153494
064bc593-f0d8-48eb-8feb-0f377b35bdba,"Eficacia de la Dexmedetomidina en comparación al uso de sulfato de magnesio más lidocaína, como coadyuvante, para el control de la respuesta hemodinámica a la laringoscopia e intubación en pacientes adultos, que se someten a anestesia general balanceada en cirugía no cardiaca.",TesisE.FM.2024.Eficacia.Alarcón.pdf,1952571
06534a98-36c0-42ee-8c40-8d87d567d32b,Relación de ocio y empleo con la funcionalidad en personas con parálisis cerebral,TesisM.FEN.2018.Relación.pdf,3582404
0654bc11-a216-4ee0-8ddd-16eb7819ecbc,"Frecuencia de complicaciones en el tratamiento quirúrgico de las fracturas diafiasiarias de tibia en adultos, del Hospital Central Dr. Ignacio Morones Prieto",DeclaratoriaE.FM.2019.Frecuencia.Hernández.pdf,1306534
0659e66b-f49f-4694-b34f-582317d50321,Fases características de la curva de tolerancia oral a la glucosa en sujetos deportistas y sedentarios (estudio piloto),TesisE.FM.2016.Fases.Villalobos.pdf,3466987
065eb857-ca0b-4d2b-85ab-60f7b2cc134d,Evaluación de una intervención para mejorar la adherencia terapéutica de diabéticos tipo 2,MSP1EIM01201.pdf,1417430
0689fbf0-3b0b-44dd-b86a-6e0eb7cffb19,Proceso de atención de enfermería en paciente con infarto agudo al miocardio con elevación del segmento ST,TesinaE.FEPZM.2025.Proceso.García.pdf,1327555
06959c92-e25d-417a-bf83-363ca7f1d3ab,Reducción de los días de estancia hospitalaria en pacientes con pancreatitis biliar leve sometidos sometidos a colecistectomía en las primeras 24 horas,TesisE.FM.2021.Reducción.Velázquez.pdf,1569772
069b8339-c0c2-4268-9035-1652878433b9,Presentación: Case related to Proteus vulgaris,license.txt,14752
069f47ee-e322-4648-8d34-940fa249faaf,Determinación de primas de seguros con teoría de juegos: Un estudio empírico en la pandemia COVID-19 en México,TesisM.FE.2024.PrimasSeguros.Gonzalez.pdf,1322813
06a3da1f-8e6e-465c-be45-32d4e16d8b6c,Experiencias y demandas de las víctimas de violencia sexual en el conflicto armado del Pacífico/Sur Colombiano como base para la construcción de medidas restaurativas para lograr la reparación integral dentro de la justicia transicional,TesisM.FD.2024.Experiencias.Arévalo.pdf,1374784
06c59edc-9b5c-4cb9-a070-2de9993388a7,"Frente al panorama del retorno: Experiencias de personas nacionales deportadas de Estados Unidos a México, vía ciudad Juárez",TesisM.FD.2019.Frente.Beltrán.pdf,2913056
06cd0b0d-a5d3-4e74-a4eb-5aad84e07cc1,Actitudes hacia la enfermedad mental en los estudiantes de primer año de la Facultad de Medicina de la Universidad Autónoma de San Luis Potosí,EPS1AHE00901.pdf,793903
06d559ee-ad54-48cd-b956-0746ebb006a5,"Detalle geológico de una zona en la mina ""La Verde"", municipio de Gabriel Zamora, edo. de Michoacán",IGE1DGZ97201.pdf,829189
06e4b96e-0eb0-4fbf-9e22-e9473d616577,Cuentos y leyendas Tenek,item_0095.pdf.txt,16421
06f2c42d-ccdb-4cee-822f-5f27d94ac4dd,Sensibilidad de la termografía en la detección de lesiones sospechosas de malignidad en la mama y su relación anatomopatológica,TesisE.FM.2019.Sensibilidad.Sandoval.pdf,1378886
